embedUrl,videoId,title,isIncluded,diagnostic,mention,prognostic,motivational_action,motivational_rationale
https://www.youtube.com/embed/--_dsS5AFFw,:--_dsS5AFFw,"TESTING 1",false,[],[],[],[],[]
https://www.youtube.com/embed/YyQCzPXKnAw,:YyQCzPXKnAw,"TESTING 2",true,[climate_change],[dedicated],[spread_the_word],[environment_actions],[celebrity_effect]
https://www.youtube.com/embed/YY3Vnf0s7jw,:YY3Vnf0s7jw,"TESTING 3",true,[climate_change;other_issues],[embedded],[environmental_discussion;share_videos],[promote_campaign],[community_effect]
https://www.youtube.com/embed/-BRWSaYQhM0,:-BRWSaYQhM0,"TESTING 4",false,[],[],[],[],[]
https://www.youtube.com/embed/-gZBhlRuwqw,:-gZBhlRuwqw,"TESTING 5",true,[climate_change],[embedded],[share_videos;criticism],[support_channel],[tree_benefits;community_effect]
