TASK_ID,SAME_TASK_GROUP_ID,STATUS,USER_ID,IP_ADDRESS,COUNTRY,START_TIME,FINISH_TIME,TIME_TOOK_TO_COMPLETE_TASK,VIDEO_URL,speak_language,category,mrbeast,arborday,teamtrees_org,noteble_youtuber,noteble_entrepreneur,event_name,quality,creativity,awareness
9131424,G5e23c516cf48f,OK,9be5608e,95.146.251.249,United Kingdom,"Sunday, 19-Jan-20 18:38:32 EST","Sunday, 19-Jan-20 18:49:51 EST",11 minute(s) and 19 second(s),https://www.youtube.com/embed/js6pKx9_1dc?autoplay=0,speak_yes,live_stream_game,1,0,1,0,0,TeamTrees,high,high,high
9135161,G5e23c516cfcbc,OK,4995b78b,72.27.36.49,Jamaica,"Sunday, 19-Jan-20 22:46:11 EST","Sunday, 19-Jan-20 22:49:12 EST",3 minute(s) and 1 second(s),https://www.youtube.com/embed/OrKZ5hAPPZM?autoplay=0,speak_yes,knowledge,1,0,1,0,0,TeamTrees,neutral,neutral,neutral
9133045,G5e23c516cff71,OK,9be5608e,95.146.251.249,United Kingdom,"Sunday, 19-Jan-20 20:13:07 EST","Sunday, 19-Jan-20 20:25:04 EST",11 minute(s) and 57 second(s),https://www.youtube.com/embed/srzniA8EKDk?autoplay=0,speak_yes,knowledge,1,0,0,0,0,TeamTrees,high,high,high
9134897,G5e23c516cff71,OK,4995b78b,72.27.36.49,Jamaica,"Sunday, 19-Jan-20 22:18:20 EST","Sunday, 19-Jan-20 22:29:00 EST",10 minute(s) and 40 second(s),https://www.youtube.com/embed/srzniA8EKDk?autoplay=0,speak_yes,knowledge,1,0,0,0,0,TeamTrees,high,high,high
9134894,G5e23c516cff71,OK,7171fd0f,2803:1500:1201:49e7:953e:bef9:f0e1:2644,Trinidad and Tobago,"Sunday, 19-Jan-20 22:19:06 EST","Sunday, 19-Jan-20 22:25:35 EST",6 minute(s) and 29 second(s),https://www.youtube.com/embed/srzniA8EKDk?autoplay=0,speak_yes,knowledge,0,0,0,0,0,TeamTrees,high,neutral,high
9131534,G5e23c516cf575,OK,9be5608e,95.146.251.249,United Kingdom,"Sunday, 19-Jan-20 18:50:04 EST","Sunday, 19-Jan-20 19:01:51 EST",11 minute(s) and 47 second(s),https://www.youtube.com/embed/iW4lHAYAO28?autoplay=0,speak_yes,spread_word,1,1,1,0,0,TeamTrees,high,high,high
9132112,G5e23c516cf575,OK,e46e2603,2605:e000:a792:ce00:8457:6ef0:2dd3:a08f,United States,"Sunday, 19-Jan-20 19:21:04 EST","Sunday, 19-Jan-20 19:30:44 EST",9 minute(s) and 40 second(s),https://www.youtube.com/embed/iW4lHAYAO28?autoplay=0,speak_yes,not_recognized,1,1,1,0,0,TeamTrees,very_high,very_high,very_high
9133557,G5e23c516cf575,OK,cd208517,72.27.95.55,Jamaica,"Sunday, 19-Jan-20 21:09:08 EST","Sunday, 19-Jan-20 21:19:17 EST",10 minute(s) and 9 second(s),https://www.youtube.com/embed/iW4lHAYAO28?autoplay=0,speak_yes,knowledge,1,1,1,1,1,TeamTrees,high,high,high
9132659,G5e23c516cfcbc,OK,9be5608e,95.146.251.249,United Kingdom,"Sunday, 19-Jan-20 19:56:56 EST","Sunday, 19-Jan-20 19:59:46 EST",2 minute(s) and 50 second(s),https://www.youtube.com/embed/OrKZ5hAPPZM?autoplay=0,speak_yes,spread_word,1,0,1,0,0,TeamTrees,high,high,very_high
9134886,G5e23c516cfcbc,NOK,cd208517,72.27.95.55,Jamaica,"Sunday, 19-Jan-20 22:13:51 EST","Sunday, 19-Jan-20 22:17:58 EST",4 minute(s) and 7 second(s),https://www.youtube.com/embed/OrKZ5hAPPZM?autoplay=0,speak_yes,donating,1,0,1,1,0,TeamTrees,neutral,neutral,neutral
